mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.3175719579060874,0.08109336503916344,0.070250670115153,0.0032704719639177955,,2,50,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 50}",0.9148042597870106,0.91404785119628,0.914647866196655,0.9144999923933151,0.000326025035151614,25
4.642033974329631,0.11311645433335059,0.13130291302998862,0.0016754655295941323,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",0.9137543122843858,0.9141228530713268,0.913972849321233,0.9139500048923153,0.000151320804604471,27
9.224788983662924,0.25659062605440414,0.2731439272562663,0.0028069533144710703,,2,200,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 200}",0.9140542972851358,0.91404785119628,0.9144978624465612,0.9142000036426591,0.00021063441996648156,26
2.2869554360707602,0.0691025366605802,0.06966384251912434,0.0034064766800939246,,5,50,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 50}",0.9217789110544473,0.9216980424510612,0.9216980424510612,0.9217249986521899,3.812182522625271e-05,24
4.5551864306132,0.11156794056359355,0.12956627209981283,0.008736791637061281,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",0.9217789110544473,0.9225230630765769,0.9220730518262956,0.92212500865244,0.0003060121913117721,23
9.307823578516642,0.2648853635764381,0.2719375292460124,0.0050382964652005095,,5,200,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 200}",0.9226038698065097,0.9234230855771395,0.92244806120153,0.922825005528393,0.0004276633324456899,22
2.28302534421285,0.06468378442745415,0.07044458389282227,0.005765759370365976,,10,50,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 50}",0.9292785360731963,0.929723243081077,0.929123228080702,0.9293750024116584,0.0002542752000110199,18
4.581934372584025,0.11170600120762862,0.13044301668802896,0.0014694206771640355,,10,100,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 100}",0.9289785510724464,0.9300982524563114,0.9296482412060302,0.9295750149115959,0.00046003939317171695,17
9.348857243855795,0.23128864349534678,0.26273544629414874,0.003346497352434914,,10,200,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 200}",0.9292785360731963,0.9300232505812646,0.9300232505812646,0.9297750124119085,0.0003510617858020346,16
1.3057146867116292,0.012945111190131217,0.029505332310994465,0.001201425535875207,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9323533823308835,0.9325733143328583,0.9324983124578115,0.9324750030405178,9.128715891474418e-05,9
2.6257436275482178,0.004595751694607253,0.05623149871826172,0.0018015473688251231,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9325033748312584,0.9325733143328583,0.9325733143328583,0.9325500011656583,3.2969797236034326e-05,8
5.284371693929036,0.07156546316045771,0.11369363466898601,0.0011447214378307307,10,2,200,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 200}",0.9326533673316334,0.9325733143328583,0.9325733143328583,0.9325999986657832,3.773734552546827e-05,7
1.3508183161417644,0.008001280970634446,0.03155962626139323,0.006162194122578921,10,5,50,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.9326533673316334,0.9326483162079052,0.9326483162079052,0.9326499999158147,2.3811225605353727e-06,1
2.646071751912435,0.019532358291248827,0.05628498395284017,0.003588594768334676,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.9325783710814459,0.9326483162079052,0.9326483162079052,0.9326250011657521,3.2972448820215926e-05,6
5.294628381729126,0.007374680975994171,0.11447628339131673,0.005567601303952605,10,5,200,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 200}",0.9326533673316334,0.9326483162079052,0.9326483162079052,0.9326499999158147,2.3811225605353727e-06,1
1.3269840081532795,0.04089312225515291,0.031067689259847004,0.0014515235126885415,10,10,50,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.9326533673316334,0.9326483162079052,0.9326483162079052,0.9326499999158147,2.3811225605353727e-06,1
2.643038034439087,0.009427285704476894,0.057480414708455406,0.0021967549450577235,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.9326533673316334,0.9326483162079052,0.9326483162079052,0.9326499999158147,2.3811225605353727e-06,1
5.2834633986155195,0.06116967364254715,0.11370364824930827,0.0015109421678618671,10,10,200,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 200}",0.9326533673316334,0.9326483162079052,0.9326483162079052,0.9326499999158147,2.3811225605353727e-06,1
2.119398514429728,0.018608903250942204,0.053591648737589516,0.0010695942209515113,20,2,50,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 50}",0.9274036298185091,0.9290482262056552,0.9282232055801395,0.928225020534768,0.0006714048901116332,21
4.177680095036824,0.08382680042387808,0.09984477361043294,0.005292445403532504,20,2,100,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.9278536073196341,0.9295732393309832,0.929123228080702,0.9288500249104398,0.0007281316468859212,19
8.265307346979776,0.1014470924661207,0.21267382303873697,0.007169814844575256,20,2,200,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 200}",0.9278536073196341,0.9291982299557489,0.929123228080702,0.9287250217853616,0.0006169433786146025,20
